OG	tree	reconciliation_map	flipped_nodes
271	((noD_5_2_1_1|G0_0[node_id=1;species=H0],noD_5_2_1_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_2_1_1|G4_4[node_id=2;species=H4],(noD_5_2_1_1|G2_2[node_id=3;species=H2],noD_5_2_1_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:3,2:6,3:8,4:9,5:2,6:7,7:5,8:1	
272	((noD_5_1_3_1|G0_0[node_id=4;species=H0],noD_5_1_3_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_1_3_1|G4_4[node_id=3;species=H4],(noD_5_1_3_1|G2_2[node_id=2;species=H2],noD_5_1_3_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:8,3:6,4:3,5:2,6:7,7:5,8:1	
273	((noD_5_4_1_1|G0_0[node_id=2;species=H0],noD_5_4_1_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_4_1_1|G4_4[node_id=3;species=H4],(noD_5_4_1_1|G2_2[node_id=4;species=H2],noD_5_4_1_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:3,3:6,4:8,5:2,6:7,7:5,8:1	
274	((noD_5_6_1_1|G0_0[node_id=1;species=H0],noD_5_6_1_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_6_1_1|G4_4[node_id=3;species=H4],(noD_5_6_1_1|G2_2[node_id=0;species=H2],noD_5_6_1_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:3,2:9,3:6,4:4,5:2,6:7,7:5,8:1	
275	((noD_5_1_6_1|G0_0[node_id=1;species=H0],noD_5_1_6_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_1_6_1|G4_4[node_id=3;species=H4],(noD_5_1_6_1|G2_2[node_id=2;species=H2],noD_5_1_6_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:8,3:6,4:4,5:2,6:7,7:5,8:1	
276	((noD_5_7_1_1|G0_0[node_id=1;species=H0],noD_5_7_1_1|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_7_1_1|G4_4[node_id=2;species=H4],(noD_5_7_1_1|G2_2[node_id=4;species=H2],noD_5_7_1_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:6,3:4,4:8,5:2,6:7,7:5,8:1	
277	((noD_5_8_1_1|G0_0[node_id=0;species=H0],noD_5_8_1_1|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_8_1_1|G4_4[node_id=1;species=H4],(noD_5_8_1_1|G2_2[node_id=3;species=H2],noD_5_8_1_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:4,3:8,4:9,5:2,6:7,7:5,8:1	
278	((noD_5_9_1_1|G0_0[node_id=3;species=H0],noD_5_9_1_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_9_1_1|G4_4[node_id=4;species=H4],(noD_5_9_1_1|G2_2[node_id=1;species=H2],noD_5_9_1_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:8,2:9,3:3,4:6,5:2,6:7,7:5,8:1	
279	((noD_5_1_9_1|G0_0[node_id=3;species=H0],noD_5_1_9_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_1_9_1|G4_4[node_id=0;species=H4],(noD_5_1_9_1|G2_2[node_id=2;species=H2],noD_5_1_9_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:8,3:3,4:9,5:2,6:7,7:5,8:1	
280	((noD_5_2_2_1|G0_0[node_id=0;species=H0],noD_5_2_2_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_2_2_1|G4_4[node_id=3;species=H4],(noD_5_2_2_1|G2_2[node_id=2;species=H2],noD_5_2_2_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:4,2:8,3:6,4:9,5:2,6:7,7:5,8:1	
281	((noD_5_2_1_2|G0_0[node_id=0;species=H0],noD_5_2_1_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_2_1_2|G4_4[node_id=3;species=H4],(noD_5_2_1_2|G2_2[node_id=1;species=H2],noD_5_2_1_2|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:8,2:4,3:6,4:9,5:2,6:7,7:5,8:1	
282	((noD_5_1_2_2|G0_0[node_id=2;species=H0],noD_5_1_2_2|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_1_2_2|G4_4[node_id=0;species=H4],(noD_5_1_2_2|G2_2[node_id=1;species=H2],noD_5_1_2_2|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:8,2:3,3:4,4:9,5:2,6:7,7:5,8:1	
283	((noD_5_2_3_1|G0_0[node_id=0;species=H0],noD_5_2_3_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_2_3_1|G4_4[node_id=4;species=H4],(noD_5_2_3_1|G2_2[node_id=2;species=H2],noD_5_2_3_1|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:4,2:8,3:9,4:6,5:2,6:7,7:5,8:1	
284	((noD_5_2_1_3|G0_0[node_id=0;species=H0],noD_5_2_1_3|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_2_1_3|G4_4[node_id=2;species=H4],(noD_5_2_1_3|G2_2[node_id=1;species=H2],noD_5_2_1_3|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:8,2:6,3:9,4:4,5:2,6:7,7:5,8:1	
285	((noD_5_1_3_2|G0_0[node_id=3;species=H0],noD_5_1_3_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_1_3_2|G4_4[node_id=0;species=H4],(noD_5_1_3_2|G2_2[node_id=4;species=H2],noD_5_1_3_2|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:4,3:3,4:8,5:2,6:7,7:5,8:1	
286	((noD_5_1_2_3|G0_0[node_id=4;species=H0],noD_5_1_2_3|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_1_2_3|G4_4[node_id=1;species=H4],(noD_5_1_2_3|G2_2[node_id=3;species=H2],noD_5_1_2_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:4,3:8,4:3,5:2,6:7,7:5,8:1	
287	((noD_5_4_1_2|G0_0[node_id=1;species=H0],noD_5_4_1_2|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_4_1_2|G4_4[node_id=3;species=H4],(noD_5_4_1_2|G2_2[node_id=2;species=H2],noD_5_4_1_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:8,3:6,4:4,5:2,6:7,7:5,8:1	
288	((noD_5_2_1_4|G0_0[node_id=3;species=H0],noD_5_2_1_4|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_2_1_4|G4_4[node_id=0;species=H4],(noD_5_2_1_4|G2_2[node_id=2;species=H2],noD_5_2_1_4|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:8,3:3,4:9,5:2,6:7,7:5,8:1	
289	((noD_5_1_2_4|G0_0[node_id=2;species=H0],noD_5_1_2_4|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_1_2_4|G4_4[node_id=0;species=H4],(noD_5_1_2_4|G2_2[node_id=4;species=H2],noD_5_1_2_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:3,3:9,4:8,5:2,6:7,7:5,8:1	
290	((noD_5_5_2_1|G0_0[node_id=3;species=H0],noD_5_5_2_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_5_2_1|G4_4[node_id=1;species=H4],(noD_5_5_2_1|G2_2[node_id=2;species=H2],noD_5_5_2_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:3,4:4,5:2,6:7,7:5,8:1	
291	((noD_5_2_5_1|G0_0[node_id=3;species=H0],noD_5_2_5_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_2_5_1|G4_4[node_id=0;species=H4],(noD_5_2_5_1|G2_2[node_id=1;species=H2],noD_5_2_5_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:8,2:9,3:3,4:4,5:2,6:7,7:5,8:1	
292	((noD_5_1_5_2|G0_0[node_id=1;species=H0],noD_5_1_5_2|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_1_5_2|G4_4[node_id=4;species=H4],(noD_5_1_5_2|G2_2[node_id=0;species=H2],noD_5_1_5_2|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:3,2:9,3:4,4:6,5:2,6:7,7:5,8:1	
293	((noD_5_2_6_1|G0_0[node_id=0;species=H0],noD_5_2_6_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_2_6_1|G4_4[node_id=2;species=H4],(noD_5_2_6_1|G2_2[node_id=3;species=H2],noD_5_2_6_1|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:4,2:6,3:8,4:9,5:2,6:7,7:5,8:1	
294	((noD_5_1_6_2|G0_0[node_id=2;species=H0],noD_5_1_6_2|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_1_6_2|G4_4[node_id=4;species=H4],(noD_5_1_6_2|G2_2[node_id=3;species=H2],noD_5_1_6_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:3,3:8,4:6,5:2,6:7,7:5,8:1	
295	((noD_5_7_2_1|G0_0[node_id=1;species=H0],noD_5_7_2_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_7_2_1|G4_4[node_id=0;species=H4],(noD_5_7_2_1|G2_2[node_id=2;species=H2],noD_5_7_2_1|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:8,3:9,4:4,5:2,6:7,7:5,8:1	
296	((noD_5_9_1_2|G0_0[node_id=3;species=H0],noD_5_9_1_2|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_9_1_2|G4_4[node_id=0;species=H4],(noD_5_9_1_2|G2_2[node_id=4;species=H2],noD_5_9_1_2|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:9,3:3,4:8,5:2,6:7,7:5,8:1	
297	((noD_5_3_3_1|G0_0[node_id=2;species=H0],noD_5_3_3_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_3_3_1|G4_4[node_id=3;species=H4],(noD_5_3_3_1|G2_2[node_id=4;species=H2],noD_5_3_3_1|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:3,3:6,4:8,5:2,6:7,7:5,8:1	
298	((noD_5_3_1_3|G0_0[node_id=0;species=H0],noD_5_3_1_3|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_3_1_3|G4_4[node_id=3;species=H4],(noD_5_3_1_3|G2_2[node_id=2;species=H2],noD_5_3_1_3|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:9,2:8,3:6,4:4,5:2,6:7,7:5,8:1	
299	((noD_5_4_1_3|G0_0[node_id=1;species=H0],noD_5_4_1_3|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_4_1_3|G4_4[node_id=3;species=H4],(noD_5_4_1_3|G2_2[node_id=2;species=H2],noD_5_4_1_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:8,3:6,4:4,5:2,6:7,7:5,8:1	
300	((noD_5_1_4_3|G0_0[node_id=3;species=H0],noD_5_1_4_3|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_1_4_3|G4_4[node_id=1;species=H4],(noD_5_1_4_3|G2_2[node_id=4;species=H2],noD_5_1_4_3|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:6,2:9,3:3,4:8,5:2,6:7,7:5,8:1	
301	((noD_5_1_3_4|G0_0[node_id=2;species=H0],noD_5_1_3_4|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_1_3_4|G4_4[node_id=3;species=H4],(noD_5_1_3_4|G2_2[node_id=1;species=H2],noD_5_1_3_4|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:8,2:3,3:6,4:4,5:2,6:7,7:5,8:1	
302	((noD_5_5_1_3|G0_0[node_id=4;species=H0],noD_5_5_1_3|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_5_1_3|G4_4[node_id=1;species=H4],(noD_5_5_1_3|G2_2[node_id=2;species=H2],noD_5_5_1_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:8,3:4,4:3,5:2,6:7,7:5,8:1	
303	((noD_5_7_1_3|G0_0[node_id=3;species=H0],noD_5_7_1_3|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_7_1_3|G4_4[node_id=4;species=H4],(noD_5_7_1_3|G2_2[node_id=2;species=H2],noD_5_7_1_3|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:4,2:8,3:3,4:6,5:2,6:7,7:5,8:1	
304	((noD_5_1_7_3|G0_0[node_id=4;species=H0],noD_5_1_7_3|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_1_7_3|G4_4[node_id=2;species=H4],(noD_5_1_7_3|G2_2[node_id=0;species=H2],noD_5_1_7_3|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:6,3:4,4:3,5:2,6:7,7:5,8:1	
305	((noD_5_8_1_3|G0_0[node_id=1;species=H0],noD_5_8_1_3|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_8_1_3|G4_4[node_id=0;species=H4],(noD_5_8_1_3|G2_2[node_id=3;species=H2],noD_5_8_1_3|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:3,2:4,3:8,4:9,5:2,6:7,7:5,8:1	
306	((noD_5_3_9_1|G0_0[node_id=2;species=H0],noD_5_3_9_1|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_3_9_1|G4_4[node_id=0;species=H4],(noD_5_3_9_1|G2_2[node_id=4;species=H2],noD_5_3_9_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:3,3:4,4:8,5:2,6:7,7:5,8:1	
307	((noD_5_1_9_3|G0_0[node_id=1;species=H0],noD_5_1_9_3|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_1_9_3|G4_4[node_id=3;species=H4],(noD_5_1_9_3|G2_2[node_id=2;species=H2],noD_5_1_9_3|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:3,2:8,3:6,4:9,5:2,6:7,7:5,8:1	
308	((noD_5_7_3_1|G0_0[node_id=4;species=H0],(noD_5_7_3_1|G6_7[node_id=1;species=H7],noD_5_7_3_1|G5_7[node_id=2;species=H7])D[node_id=3])S[node_id=6],((noD_5_7_3_1|G2_2[node_id=0;species=H2],noD_5_7_3_1|G1_1[node_id=5;species=H1])S[node_id=7],X[node_id=9])S[node_id=8])S[node_id=10];	0:8,1:4,2:4,3:4,4:3,5:9,6:2,7:7,8:5,9:6,10:1	
309	((noD_5_4_4_1|G0_0[node_id=4;species=H0],noD_5_4_4_1|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_4_4_1|G4_4[node_id=1;species=H4],(noD_5_4_4_1|G2_2[node_id=0;species=H2],noD_5_4_4_1|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:4,3:9,4:3,5:2,6:7,7:5,8:1	
310	((noD_5_4_1_4|G0_0[node_id=3;species=H0],noD_5_4_1_4|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_4_1_4|G4_4[node_id=1;species=H4],(noD_5_4_1_4|G2_2[node_id=4;species=H2],noD_5_4_1_4|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:6,2:4,3:3,4:8,5:2,6:7,7:5,8:1	
311	((noD_5_1_4_4|G0_0[node_id=2;species=H0],noD_5_1_4_4|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_1_4_4|G4_4[node_id=1;species=H4],(noD_5_1_4_4|G2_2[node_id=0;species=H2],noD_5_1_4_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:3,3:9,4:4,5:2,6:7,7:5,8:1	
312	((noD_5_5_4_1|G0_0[node_id=4;species=H0],noD_5_5_4_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_5_4_1|G4_4[node_id=0;species=H4],(noD_5_5_4_1|G2_2[node_id=3;species=H2],noD_5_5_4_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:4,2:9,3:8,4:3,5:2,6:7,7:5,8:1	
313	((noD_5_5_1_4|G0_0[node_id=4;species=H0],noD_5_5_1_4|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_5_1_4|G4_4[node_id=3;species=H4],(noD_5_5_1_4|G2_2[node_id=0;species=H2],noD_5_5_1_4|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:9,3:6,4:3,5:2,6:7,7:5,8:1	
314	((noD_5_4_5_1|G0_0[node_id=4;species=H0],noD_5_4_5_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_4_5_1|G4_4[node_id=3;species=H4],(noD_5_4_5_1|G2_2[node_id=0;species=H2],noD_5_4_5_1|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:9,3:6,4:3,5:2,6:7,7:5,8:1	
315	((noD_5_4_7_1|G0_0[node_id=2;species=H0],noD_5_4_7_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_4_7_1|G4_4[node_id=3;species=H4],(noD_5_4_7_1|G2_2[node_id=4;species=H2],noD_5_4_7_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:3,3:6,4:8,5:2,6:7,7:5,8:1	
316	((noD_5_9_4_1|G0_0[node_id=3;species=H0],noD_5_9_4_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_9_4_1|G4_4[node_id=4;species=H4],(noD_5_9_4_1|G2_2[node_id=2;species=H2],noD_5_9_4_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:8,3:3,4:6,5:2,6:7,7:5,8:1	
317	((noD_5_9_1_4|G0_0[node_id=0;species=H0],noD_5_9_1_4|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_9_1_4|G4_4[node_id=4;species=H4],(noD_5_9_1_4|G2_2[node_id=2;species=H2],noD_5_9_1_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:4,2:8,3:9,4:6,5:2,6:7,7:5,8:1	
318	((noD_5_9_7_1|G0_0[node_id=5;species=H0],X[node_id=7])S[node_id=6],((noD_5_9_7_1|G4_4[node_id=0;species=H4],noD_5_9_7_1|G5_4[node_id=1;species=H4])D[node_id=2],(noD_5_9_7_1|G2_2[node_id=3;species=H2],noD_5_9_7_1|G1_1[node_id=4;species=H1])S[node_id=8])S[node_id=9])S[node_id=10];	0:6,1:6,2:6,3:8,4:9,5:3,6:2,7:4,8:7,9:5,10:1	
319	((noD_5_5_6_1|G0_0[node_id=2;species=H0],noD_5_5_6_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_5_6_1|G4_4[node_id=3;species=H4],(noD_5_5_6_1|G2_2[node_id=0;species=H2],noD_5_5_6_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:3,3:6,4:4,5:2,6:7,7:5,8:1	
320	((noD_5_7_5_1|G0_0[node_id=2;species=H0],noD_5_7_5_1|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_7_5_1|G4_4[node_id=4;species=H4],(noD_5_7_5_1|G2_2[node_id=0;species=H2],noD_5_7_5_1|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:3,3:9,4:6,5:2,6:7,7:5,8:1	
321	((noD_5_5_8_1|G0_0[node_id=2;species=H0],noD_5_5_8_1|G7_7[node_id=4;species=H7])S[node_id=5],(noD_5_5_8_1|G4_4[node_id=3;species=H4],(noD_5_5_8_1|G2_2[node_id=0;species=H2],noD_5_5_8_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:9,2:3,3:6,4:4,5:2,6:7,7:5,8:1	
322	((noD_5_5_9_1|G0_0[node_id=2;species=H0],noD_5_5_9_1|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_5_9_1|G4_4[node_id=3;species=H4],(noD_5_5_9_1|G2_2[node_id=4;species=H2],noD_5_5_9_1|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:3,3:6,4:8,5:2,6:7,7:5,8:1	
323	((noD_5_7_6_1|G0_0[node_id=1;species=H0],noD_5_7_6_1|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_7_6_1|G4_4[node_id=4;species=H4],(noD_5_7_6_1|G2_2[node_id=0;species=H2],noD_5_7_6_1|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:3,2:4,3:9,4:6,5:2,6:7,7:5,8:1	
324	((noD_5_8_7_1|G0_0[node_id=4;species=H0],noD_5_8_7_1|G7_7[node_id=5;species=H7])S[node_id=6],(noD_5_8_7_1|G4_4[node_id=0;species=H4],((noD_5_8_7_1|G2_2[node_id=1;species=H2],noD_5_8_7_1|G1_2[node_id=2;species=H2])D[node_id=3],X[node_id=8])S[node_id=7])S[node_id=9])S[node_id=10];	0:6,1:8,2:8,3:8,4:3,5:4,6:2,7:7,8:9,9:5,10:1	
325	((noD_5_3_2_2|G0_0[node_id=0;species=H0],noD_5_3_2_2|G7_7[node_id=3;species=H7])S[node_id=5],(noD_5_3_2_2|G4_4[node_id=2;species=H4],(noD_5_3_2_2|G2_2[node_id=4;species=H2],noD_5_3_2_2|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:9,2:6,3:4,4:8,5:2,6:7,7:5,8:1	
326	((noD_5_2_2_4|G0_0[node_id=1;species=H0],noD_5_2_2_4|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_2_2_4|G4_4[node_id=4;species=H4],(noD_5_2_2_4|G2_2[node_id=3;species=H2],noD_5_2_2_4|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:3,2:9,3:8,4:6,5:2,6:7,7:5,8:1	
327	((noD_5_5_2_2|G0_0[node_id=4;species=H0],noD_5_5_2_2|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_5_2_2|G4_4[node_id=3;species=H4],(noD_5_5_2_2|G2_2[node_id=0;species=H2],noD_5_5_2_2|G1_1[node_id=2;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:9,3:6,4:3,5:2,6:7,7:5,8:1	
328	((noD_5_2_5_2|G0_0[node_id=4;species=H0],noD_5_2_5_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_2_5_2|G4_4[node_id=1;species=H4],(noD_5_2_5_2|G2_2[node_id=0;species=H2],noD_5_2_5_2|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:6,2:4,3:9,4:3,5:2,6:7,7:5,8:1	
329	((noD_5_8_2_2|G0_0[node_id=4;species=H0],noD_5_8_2_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_8_2_2|G4_4[node_id=0;species=H4],(noD_5_8_2_2|G2_2[node_id=3;species=H2],noD_5_8_2_2|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:6,1:9,2:4,3:8,4:3,5:2,6:7,7:5,8:1	
330	((noD_5_3_3_2|G0_0[node_id=3;species=H0],noD_5_3_3_2|G7_7[node_id=1;species=H7])S[node_id=5],(noD_5_3_3_2|G4_4[node_id=2;species=H4],(noD_5_3_3_2|G2_2[node_id=0;species=H2],noD_5_3_3_2|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:4,2:6,3:3,4:9,5:2,6:7,7:5,8:1	
331	((noD_5_3_2_3|G0_0[node_id=3;species=H0],noD_5_3_2_3|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_3_2_3|G4_4[node_id=2;species=H4],(noD_5_3_2_3|G2_2[node_id=1;species=H2],noD_5_3_2_3|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:8,2:6,3:3,4:9,5:2,6:7,7:5,8:1	
332	((noD_5_2_3_3|G0_0[node_id=1;species=H0],noD_5_2_3_3|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_2_3_3|G4_4[node_id=3;species=H4],(noD_5_2_3_3|G2_2[node_id=0;species=H2],noD_5_2_3_3|G1_1[node_id=4;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:8,1:3,2:4,3:6,4:9,5:2,6:7,7:5,8:1	
333	((noD_5_3_2_4|G0_0[node_id=4;species=H0],noD_5_3_2_4|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_3_2_4|G4_4[node_id=3;species=H4],(noD_5_3_2_4|G2_2[node_id=2;species=H2],noD_5_3_2_4|G1_1[node_id=1;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:9,2:8,3:6,4:3,5:2,6:7,7:5,8:1	
334	((noD_5_2_3_4|G0_0[node_id=0;species=H0],noD_5_2_3_4|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_2_3_4|G4_4[node_id=1;species=H4],(noD_5_2_3_4|G2_2[node_id=4;species=H2],noD_5_2_3_4|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:3,1:6,2:4,3:9,4:8,5:2,6:7,7:5,8:1	
335	((noD_5_6_3_2|G0_0[node_id=1;species=H0],noD_5_6_3_2|G7_7[node_id=2;species=H7])S[node_id=5],(noD_5_6_3_2|G4_4[node_id=4;species=H4],(noD_5_6_3_2|G2_2[node_id=3;species=H2],noD_5_6_3_2|G1_1[node_id=0;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:9,1:3,2:4,3:8,4:6,5:2,6:7,7:5,8:1	
336	((noD_5_6_2_3|G0_0[node_id=1;species=H0],noD_5_6_2_3|G7_7[node_id=0;species=H7])S[node_id=5],(noD_5_6_2_3|G4_4[node_id=2;species=H4],(noD_5_6_2_3|G2_2[node_id=4;species=H2],noD_5_6_2_3|G1_1[node_id=3;species=H1])S[node_id=6])S[node_id=7])S[node_id=8];	0:4,1:3,2:6,3:9,4:8,5:2,6:7,7:5,8:1	
